pl_name,hostname,discoverymethod,disc_year,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,sy_dist,sy_disterr1,sy_disterr2
Kepler-143 c,Kepler-143,Transit,2014,0,27.082511,0.000169,-0.000169,0,3.37,0.84,-0.84,0,809.467,11.2115,-11.2115
Kepler-1430 b,Kepler-1430,Transit,2016,0,2.46050993,0.00001273,-0.00001273,0,1.18,0.09,-0.08,0,875.523,,
Kepler-1431 b,Kepler-1431,Transit,2016,0,5.86601526,0.00004724,-0.00004724,0,1.47,0.42,-0.16,0,1623.24,61.425,-61.425
Kepler-1432 b,Kepler-1432,Transit,2016,0,23.9109011,0.0002703,-0.0002703,0,2.22,0.69,-0.3,0,2171.87,153.12,-134.59
Kepler-1433 b,Kepler-1433,Transit,2016,0,4.13592271,0.00002888,-0.00002888,0,1.56,0.45,-0.18,0,1328,370.217,-149.102
Kepler-1434 b,Kepler-1434,Transit,2016,0,8.05333618,0.00008907,-0.00008907,0,1.11,0.21,-0.2,0,775.529,14.697,-14.17
Kepler-1435 b,Kepler-1435,Transit,2016,0,4.45343281,0.00003591,-0.00003591,0,0.86,0.12,-0.09,0,704.211,9.427,-9.186
Kepler-1436 b,Kepler-1436,Transit,2016,0,9.705716,0.0001638,-0.0001638,0,1.31,0.35,-0.18,0,2530.62,141.63,-127.63
Kepler-1437 b,Kepler-1437,Transit,2016,0,10.9295461,0.0001172,-0.0001172,0,1.37,0.17,-0.13,0,2101.69,297.13,-233.75
Kepler-1438 b,Kepler-1438,Transit,2016,0,2.31942009,0.00001702,-0.00001702,0,0.94,0.19,-0.1,0,1154.13,63.8,-57.56
Kepler-1439 b,Kepler-1439,Transit,2016,0,8.07392849,0.00004784,-0.00004784,0,1.46,0.14,-0.21,0,225.393,2.528,-2.472
Kepler-144 b,Kepler-144,Transit,2014,0,5.885273,0.00002,-0.00002,0,1.33,0.26,-0.26,0,384.917,3.263,-3.21
Kepler-144 c,Kepler-144,Transit,2014,0,10.104665,0.000043,-0.000043,0,1.35,0.26,-0.26,0,384.917,3.263,-3.21
Kepler-1440 b,Kepler-1440,Transit,2016,0,39.859484,0.001034,-0.001034,0,1.26,0.23,-0.14,0,1115.35,24.33,-23.33
Kepler-1441 b,Kepler-1441,Transit,2016,0,39.4419839,0.0005327,-0.0005327,0,1.31,0.22,-0.13,0,1110.48,22.555,-22.555
Kepler-1442 b,Kepler-1442,Transit,2016,0,81.4162941,0.0002026,-0.0002026,0,3.93,0.41,-0.29,0,608.68,9.446,-9.166
Kepler-1443 b,Kepler-1443,Transit,2016,0,2.41811321,0.00001443,-0.00001443,0,0.97,0.22,-0.09,0,593.646,21.954,-20.468
Kepler-1444 b,Kepler-1444,Transit,2016,0,33.42035034,0.00009305,-0.00009305,0,2.18,0.41,-0.19,0,319.675,2.136,-2.108
Kepler-1445 b,Kepler-1445,Transit,2016,0,10.60052251,0.00009265,-0.00009265,0,0.96,0.2,-0.13,0,506.357,6.704,-6.534
Kepler-1446 b,Kepler-1446,Transit,2016,0,0.689967832,0.000000495,-0.000000495,0,0.82,0.04,-0.02,0,152.075,0.677,-0.671
Kepler-1447 b,Kepler-1447,Transit,2016,0,56.6747285,0.0003978,-0.0003978,0,2.9,0.5,-0.24,0,890.296,17.333,-16.695
Kepler-1448 b,Kepler-1448,Transit,2016,0,12.27065865,0.00005885,-0.00005885,0,1.61,0.21,-0.16,0,768.903,10.2315,-10.2315
Kepler-1449 b,Kepler-1449,Transit,2016,0,13.2274528,0.0001447,-0.0001447,0,1.68,0.37,-0.18,0,2006.48,85.68,-79.07
Kepler-145 b,Kepler-145,Transit,2013,0,22.951,,,0,2.65,0.08,-0.08,0,566.85,8.385,-8.148
Kepler-145 c,Kepler-145,Transit,2013,0,42.882,,,0,4.32,0.12,-0.12,0,566.85,8.385,-8.148
Kepler-1450 b,Kepler-1450,Transit,2016,0,54.5094166,0.000527,-0.000527,0,1.71,0.13,-0.11,0,505.829,7.4105,-7.4105
Kepler-1451 b,Kepler-1451,Transit,2016,0,35.622233,0.0002098,-0.0002098,0,3.35,0.62,-0.66,0,1058.72,30.47,-28.83
Kepler-1452 b,Kepler-1452,Transit,2016,0,42.913751,0.0003689,-0.0003689,0,2.7,0.39,-0.35,0,996.32,16.01,-15.518
Kepler-1453 b,Kepler-1453,Transit,2016,0,47.1611696,0.0004176,-0.0004176,0,2.67,0.44,-0.21,0,1196.04,41.99,-39.29
Kepler-1454 b,Kepler-1454,Transit,2016,0,47.0319479,0.0006695,-0.0006695,0,1.88,0.19,-0.17,0,780.566,14.949,-14.407
Kepler-1455 b,Kepler-1455,Transit,2016,0,49.276764,0.0003737,-0.0003737,0,2.16,0.15,-0.16,0,357.621,5.284,-5.284
Kepler-1456 b,Kepler-1456,Transit,2016,0,18.1373829,0.0001854,-0.0001854,0,1.14,0.09,-0.15,0,370.312,4.089,-4.002
Kepler-1457 b,Kepler-1457,Transit,2016,0,51.1110243,0.0003738,-0.0003738,0,1.99,0.31,-0.2,0,889.885,11.771,-11.473
Kepler-1458 b,Kepler-1458,Transit,2016,0,47.9872764,0.0001776,-0.0001776,0,2.76,0.42,-0.21,0,544.45,4.89,-4.805
Kepler-1459 b,Kepler-1459,Transit,2016,0,62.8691611,0.0009586,-0.0009586,0,1.36,0.1,-0.08,0,455.479,4.342,-4.261
Kepler-146 b,Kepler-146,Transit,2014,0,31.158799,0.000079,-0.000079,0,3.71,0.7,-0.7,0,716.797,9.344,-9.344
Kepler-146 c,Kepler-146,Transit,2014,0,76.732171,0.000609,-0.000609,0,3.13,0.59,-0.59,0,716.797,9.344,-9.344
Kepler-1460 b,Kepler-1460,Transit,2016,0,29.9633247,0.0002186,-0.0002186,0,1.96,0.14,-0.13,0,553.218,9.939,-9.601
Kepler-1461 b,Kepler-1461,Transit,2016,0,29.3494775,0.0001832,-0.0001832,0,2.03,0.09,-0.16,0,679.106,14.135,-13.581
Kepler-1462 b,Kepler-1462,Transit,2016,0,65.6488341,0.0006621,-0.0006621,0,3.82,0.82,-0.39,0,1017.82,49.52,-45.196
Kepler-1463 b,Kepler-1463,Transit,2016,0,25.15864,0.0005123,-0.0005123,0,1.86,0.33,-0.19,0,1687.47,97.02,-87.18
Kepler-1464 b,Kepler-1464,Transit,2016,0,31.7785901,0.0002734,-0.0002734,0,1.66,0.29,-0.16,0,1151.73,21.52,-20.75
Kepler-1464 c,Kepler-1464,Transit,2016,0,5.32786292,0.00005389,-0.00005389,0,1,0.22,-0.11,0,1151.73,21.52,-20.75
Kepler-1465 b,Kepler-1465,Transit,2016,0,31.8277111,0.0001219,-0.0001219,0,1.77,0.35,-0.19,0,359.497,10.612,-10.03
Kepler-1466 b,Kepler-1466,Transit,2016,0,31.1750448,0.0002157,-0.0002157,0,1.55,0.27,-0.17,0,631.949,6.1785,-6.1785
Kepler-1467 b,Kepler-1467,Transit,2016,0,47.0569043,0.0001835,-0.0001835,0,3.3,0.31,-0.25,0,852.888,21.2515,-21.2515
Kepler-1468 b,Kepler-1468,Transit,2016,0,8.23984869,0.00003988,-0.00003988,0,1.73,0.41,-0.19,0,1899.24,89.82,-89.82
Kepler-1468 c,Kepler-1468,Transit,2016,0,3.54553021,0.00002273,-0.00002273,0,1.15,0.25,-0.13,0,1899.24,89.82,-89.82
Kepler-1468 d,Kepler-1468,Transit,2021,0,19.59059906,,,0,3.33187146,,,0,1899.24,89.82,-89.82
Kepler-1469 b,Kepler-1469,Transit,2016,0,21.8635301,0.0001219,-0.0001219,0,2.8,0.37,-0.26,0,1159.3,49.72,-45.85
Kepler-147 b,Kepler-147,Transit,2014,0,12.610584,0.000228,-0.000228,0,1.53,0.31,-0.31,0,1042.02,25.965,-25.965
Kepler-147 c,Kepler-147,Transit,2014,0,33.416423,0.000416,-0.000416,0,2.43,0.49,-0.49,0,1042.02,25.965,-25.965
Kepler-1470 b,Kepler-1470,Transit,2016,0,16.2950903,0.0001916,-0.0001916,0,1.07,0.09,-0.08,0,590.601,8.649,-8.407
Kepler-1471 b,Kepler-1471,Transit,2016,0,3.63899398,0.00002002,-0.00002002,0,1.41,0.2,-0.14,0,978.678,26.517,-26.517
Kepler-1471 c,Kepler-1471,Transit,2023,0,11.6044881,0.000113,-0.000113,0,1.88,0.28,-0.34,0,978.678,26.517,-26.517
Kepler-1472 b,Kepler-1472,Transit,2016,0,38.1312831,0.0005755,-0.0005755,0,1.9,0.76,-0.36,0,1479.14,46.96,-44.2
Kepler-1473 b,Kepler-1473,Transit,2016,0,14.4273551,0.00008414,-0.00008414,0,1.19,0.09,-0.08,0,652.253,6.346,-6.228
Kepler-1474 b,Kepler-1474,Transit,2016,0,36.4333452,0.0003218,-0.0003218,0,2.16,0.44,-0.23,0,1180.9,46.915,-46.915
Kepler-1475 b,Kepler-1475,Transit,2016,0,82.177374,0.00115,-0.00115,0,2.92,0.99,-0.46,0,1568.38,86.14,-77.75
Kepler-1476 b,Kepler-1476,Transit,2016,0,10.35863224,0.00005885,-0.00005885,0,1.67,0.37,-0.13,0,1002.74,28.66,-27.14
Kepler-1477 b,Kepler-1477,Transit,2016,0,11.55530021,0.00008098,-0.00008098,0,1.18,0.09,-0.09,0,680.828,8.153,-7.966
Kepler-1478 b,Kepler-1478,Transit,2016,0,26.0840594,0.0005121,-0.0005121,0,1.73,0.47,-0.19,0,1845.58,95.95,-87.07
Kepler-1479 b,Kepler-1479,Transit,2016,0,14.53261362,0.00004429,-0.00004429,0,1.83,0.3,-0.16,0,728.668,8.961,-8.749
Kepler-148 b,Kepler-148,Transit,2014,0,1.729366,0.000004,-0.000004,0,1.8,0.87,-0.87,0,791.163,15.337,-14.776
Kepler-148 c,Kepler-148,Transit,2014,0,4.180043,0.000004,-0.000004,0,3.6,1.76,-1.76,0,791.163,15.337,-14.776
Kepler-148 d,Kepler-148,Transit,2016,0,51.84688575,0.0000257,-0.0000257,0,8.68,0.52,-0.42,0,791.163,15.337,-14.776
Kepler-1480 b,Kepler-1480,Transit,2016,0,22.12679948,0.00009372,-0.00009372,0,1.67,0.11,-0.08,0,500.892,4.9255,-4.9255
Kepler-1481 b,Kepler-1481,Transit,2016,0,5.94220998,0.00002335,-0.00002335,0,1.23,0.08,-0.06,0,459.076,4.5855,-4.5855
Kepler-1482 b,Kepler-1482,Transit,2016,0,12.25383217,0.00008407,-0.00008407,0,1.01,0.1,-0.11,0,567.556,11.2435,-11.2435
Kepler-1483 b,Kepler-1483,Transit,2016,0,9.5085156,0.0001053,-0.0001053,0,1.52,0.66,-0.3,0,1273.78,37.05,-35.04
Kepler-1484 b,Kepler-1484,Transit,2016,0,30.4549136,0.0003536,-0.0003536,0,2.11,0.3,-0.22,0,2879.83,1073.72,-1073.72
Kepler-1485 b,Kepler-1485,Transit,2016,0,19.9157725,0.0001284,-0.0001284,0,1.47,0.24,-0.14,0,615.66,6.443,-6.314
Kepler-1486 b,Kepler-1486,Transit,2016,0,54.6495759,0.0009825,-0.0009825,0,2.32,0.58,-0.29,0,1769.14,92.29,-83.74
Kepler-1487 b,Kepler-1487,Transit,2016,0,7.31946363,0.00004683,-0.00004683,0,2.13,0.85,-0.45,0,1014.62,18.86,-18.196
Kepler-1487 c,Kepler-1487,Transit,2023,0,35.8007112,0.0003713,-0.0003713,0,7.97,1.39,-2.77,0,1014.62,18.86,-18.196
Kepler-1488 b,Kepler-1488,Transit,2016,0,39.8189932,0.0002907,-0.0002907,0,1.86,0.42,-0.37,0,905.825,11.645,-11.359
Kepler-1488 c,Kepler-1488,Transit,2021,0,6.158269882,,,0,1.65156749,,,0,905.825,11.645,-11.359
Kepler-1489 b,Kepler-1489,Transit,2016,0,82.294751,0.001799,-0.001799,0,1.77,0.23,-0.18,0,1283.05,36.07,-34.18
Kepler-1489 c,Kepler-1489,Transit,2024,0,0.680741,0.000004,-0.000004,0,0.51,0.08,-0.08,0,1283.05,36.07,-34.18
Kepler-149 b,Kepler-149,Transit,2014,0,29.198943,0.000041,-0.000041,0,4.21,0.6,-0.6,0,571.034,5.715,-5.715
Kepler-149 c,Kepler-149,Transit,2014,0,55.328328,0.001946,-0.001946,0,1.61,0.24,-0.24,0,571.034,5.715,-5.715
Kepler-149 d,Kepler-149,Transit,2014,0,160.018032,0.001096,-0.001096,0,3.96,0.68,-0.68,0,571.034,5.715,-5.715
Kepler-1490 b,Kepler-1490,Transit,2016,0,92.4362973,0.0009042,-0.0009042,0,3.04,0.37,-0.63,0,862.92,22.601,-21.495
Kepler-1491 b,Kepler-1491,Transit,2016,0,16.5861762,0.0002214,-0.0002214,0,1.51,0.35,-0.14,0,2065.59,118.58,-118.58
Kepler-1491 c,Kepler-1491,Transit,2023,0,61.569765,0.001804,-0.001804,0,2.44,0.39,-0.53,0,2065.59,118.58,-118.58
Kepler-1492 b,Kepler-1492,Transit,2016,0,16.75255007,0.0000646,-0.0000646,0,1.49,0.28,-0.16,0,331.553,2.332,-2.3
Kepler-1493 b,Kepler-1493,Transit,2016,0,15.0217983,0.0001075,-0.0001075,0,1.41,0.27,-0.23,0,555.051,,
Kepler-1494 b,Kepler-1494,Transit,2016,0,91.080482,0.001769,-0.001769,0,3.07,0.46,-0.57,0,1285.48,36.38,-34.47
Kepler-1495 b,Kepler-1495,Transit,2016,0,85.273256,0.001954,-0.001954,0,2.94,0.72,-0.32,0,1355.54,,
Kepler-1496 b,Kepler-1496,Transit,2016,0,64.6588017,0.00078,-0.00078,0,2.22,0.91,-0.36,0,1307.66,29.635,-29.635
Kepler-1497 b,Kepler-1497,Transit,2016,0,8.74199772,0.00008621,-0.00008621,0,1.66,0.29,-0.16,0,1122,189.437,-104.838
Kepler-1498 b,Kepler-1498,Transit,2016,0,48.051405,0.0009331,-0.0009331,0,1.33,0.11,-0.09,0,740,46.598,-39.418
Kepler-1499 b,Kepler-1499,Transit,2016,0,44.2008,0.0006553,-0.0006553,0,1.19,0.25,-0.14,0,309.869,1.574,-1.558
Kepler-15 b,Kepler-15,Transit,2011,0,4.942782,0.0000013,-0.0000013,0,10.76,0.67,-0.78,0,739.412,11.158,-11.158
Kepler-150 b,Kepler-150,Transit,2014,0,3.428054,0.000026,-0.000026,0,1.25,0.19,-0.19,0,891.092,17.021,-16.404
Kepler-150 c,Kepler-150,Transit,2014,0,7.381998,0.00001,-0.00001,0,3.69,0.59,-0.59,0,891.092,17.021,-16.404
Kepler-150 d,Kepler-150,Transit,2014,0,12.56093,0.000036,-0.000036,0,2.79,0.41,-0.41,0,891.092,17.021,-16.404
Kepler-150 e,Kepler-150,Transit,2014,0,30.826557,0.000199,-0.000199,0,3.12,0.55,-0.55,0,891.092,17.021,-16.404
Kepler-150 f,Kepler-150,Transit,2017,0,637.2093,0.0169,-0.0154,0,3.64,0.52,-0.39,0,891.092,17.021,-16.404
Kepler-1500 b,Kepler-1500,Transit,2016,0,15.0330105,0.0001612,-0.0001612,0,1.2,0.22,-0.15,0,1217.82,34.01,-32.25
Kepler-1501 b,Kepler-1501,Transit,2016,0,14.5564533,0.0001121,-0.0001121,0,1.56,0.68,-0.25,0,749.06,7.137,-7.007
Kepler-1502 b,Kepler-1502,Transit,2016,0,41.7083629,0.0003485,-0.0003485,0,3.18,1.12,-0.64,0,1514.02,47.79,-44.99
Kepler-1503 b,Kepler-1503,Transit,2016,0,96.16987,0.00118,-0.00118,0,2.27,0.19,-0.23,0,1225.57,55.865,-55.865
Kepler-1504 b,Kepler-1504,Transit,2016,0,82.304003,0.001593,-0.001593,0,2.13,0.23,-0.19,0,2435.94,186.11,-186.11
Kepler-1505 b,Kepler-1505,Transit,2016,0,30.8609366,0.0002252,-0.0002252,0,0.93,0.05,-0.05,0,495.148,8.332,-8.064
Kepler-1506 b,Kepler-1506,Transit,2016,0,14.0329154,0.0002811,-0.0002811,0,1.32,0.19,-0.13,0,2366.02,164.01,-144.46
Kepler-1507 b,Kepler-1507,Transit,2016,0,16.0506213,0.0001447,-0.0001447,0,0.84,0.09,-0.09,0,320.478,1.484,-1.469
Kepler-1508 b,Kepler-1508,Transit,2016,0,20.7056504,0.0005499,-0.0005499,0,1.33,0.53,-0.26,0,1260.28,32.03,-30.52
Kepler-1509 b,Kepler-1509,Transit,2016,0,25.4338197,0.0003114,-0.0003114,0,1.85,0.37,-0.16,0,2002.96,104.43,-94.76
Kepler-151 b,Kepler-151,Transit,2014,0,15.228958,0.00003,-0.00003,0,3.06,1.53,-1.53,0,649.919,9.538,-9.538
Kepler-151 c,Kepler-151,Transit,2014,0,24.674612,0.000106,-0.000106,0,2.09,1.04,-1.04,0,649.919,9.538,-9.538
Kepler-1510 b,Kepler-1510,Transit,2016,0,84.703921,0.001896,-0.001896,0,3.36,1.23,-0.56,0,1696.25,84.76,-77.19
Kepler-1511 b,Kepler-1511,Transit,2016,0,23.2382792,0.000222,-0.000222,0,1.68,0.69,-0.24,0,1475.6,36.92,-36.92
Kepler-1512 b,Kepler-1512,Transit,2016,0,20.35972599,0.00005874,-0.00005874,0,1.18,0.07,-0.11,0,162,5.797,-15.914
Kepler-1513 b,Kepler-1513,Transit,2016,0,160.8842,0.0011,-0.0028,0,8.594,0.036,-0.022,0,349.247,2.57,-2.533
Kepler-1513 c,Kepler-1513,Transit Timing Variations,2023,0,841.4,8.1,-5.3,0,11,,,0,349.247,2.57,-2.533
Kepler-1514 b,Kepler-1514,Transit,2016,0,217.83184,0.00012,-0.00012,0,12.419572,0.257807,-0.257807,0,397.292,4.122,-4.039
Kepler-1514 c,Kepler-1514,Transit,2020,0,10.514181,0.000039,-0.000039,0,1.1758241,0.0571659,-0.0437151,0,397.292,4.122,-4.039
Kepler-1515 b,Kepler-1515,Transit,2016,0,214.3114164,0.0001275,-0.0001275,0,9.55,0.77,-0.64,0,539.321,6.603,-6.448
Kepler-1516 b,Kepler-1516,Transit,2016,0,7.25931979,0.00003612,-0.00003612,0,1.75,0.49,-0.19,0,1358.95,43.67,-41.07
Kepler-1517 b,Kepler-1517,Transit,2016,0,5.546083665,0.000007087,-0.000007087,0,9.76,2.79,-1.93,0,847.299,14.504,-14.033
Kepler-1518 b,Kepler-1518,Transit,2016,0,5.11177904,0.00005083,-0.00005083,0,3.05,0.92,-0.63,0,903.51,12.124,-11.812
Kepler-1518 c,Kepler-1518,Transit,2023,0,9.6310258,0.0001257,-0.0001257,0,2.9,0.82,-0.68,0,903.51,12.124,-11.812
Kepler-1519 b,Kepler-1519,Transit,2016,0,240.7989397,0.0006117,-0.0006117,0,7.06,0.81,-0.54,0,1441.63,45.93,-43.23
Kepler-152 b,Kepler-152,Transit,2014,0,18.207973,0.000023,-0.000023,0,2.79,0.17,-0.17,0,441.09,3.137,-3.137
Kepler-152 c,Kepler-152,Transit,2014,0,88.255055,0.000309,-0.000309,0,2.39,0.16,-0.16,0,441.09,3.137,-3.137
Kepler-1520 b,Kepler-1520,Transit,2016,0,0.653553572,0.000000161,-0.000000161,0,5.77,0.22,-0.3,0,607.917,11.456,-11.047
Kepler-1521 b,Kepler-1521,Transit,2016,0,47.14840805,0.00007919,-0.00007919,0,2.5,0.09,-0.1,0,206.983,1.125,-1.113
Kepler-1522 b,Kepler-1522,Transit,2016,0,1.847889171,0.000002722,-0.000002722,0,1.73,0.23,-0.14,0,814.125,11.01,-11.01
Kepler-1523 b,Kepler-1523,Transit,2016,0,0.93875077,0.000001163,-0.000001163,0,1.58,0.27,-0.15,0,865.596,17.891,-17.891
Kepler-1524 b,Kepler-1524,Transit,2016,0,70.9674603,0.0001723,-0.0001723,0,3.54,1.47,-0.54,0,381.773,3.344,-3.288
Kepler-1525 b,Kepler-1525,Transit,2016,0,2.416601183,0.000005275,-0.000005275,0,0.91,0.06,-0.04,0,382.989,3.111,-3.063
Kepler-1526 b,Kepler-1526,Transit,2016,0,3.908632005,0.000007397,-0.000007397,0,2.43,0.09,-0.39,0,555.574,10.398,-10.028
Kepler-1527 b,Kepler-1527,Transit,2016,0,160.129918,0.001742,-0.001742,0,4.77,1.95,-0.75,0,1842.13,105.56,-94.9
Kepler-1528 b,Kepler-1528,Transit,2016,0,1.791110205,0.0000077,-0.0000077,0,1.46,0.25,-0.13,0,817.534,12.404,-12.044
Kepler-1529 b,Kepler-1529,Transit,2016,0,5.33905686,0.00001277,-0.00001277,0,2.1,0.15,-0.11,0,661.014,11.187,-10.827
Kepler-153 b,Kepler-153,Transit,2014,0,18.870227,0.000039,-0.000039,0,2.92,1.76,-1.76,0,459.368,3.439,-3.389
Kepler-153 c,Kepler-153,Transit,2014,0,46.90232,0.000215,-0.000215,0,2.53,1.52,-1.52,0,459.368,3.439,-3.389
Kepler-1530 b,Kepler-1530,Transit,2016,0,2.5904434,0.0001715,-0.0001715,0,1.64,0.21,-0.11,0,489.876,3.8095,-3.8095
Kepler-1530 c,Kepler-1530,Transit,2016,0,5.3227406,0.0006331,-0.0006331,0,1.65,0.24,-0.11,0,489.876,3.8095,-3.8095
Kepler-1530 d,Kepler-1530,Transit,2021,0,9.20761013,,,0,3.27870115,,,0,489.876,3.8095,-3.8095
Kepler-1531 b,Kepler-1531,Transit,2016,0,1.138543376,0.000002587,-0.000002587,0,1.11,0.48,-0.18,0,666.334,5.575,-5.485
Kepler-1532 b,Kepler-1532,Transit,2016,0,1.093663559,0.000002158,-0.000002158,0,1.35,0.18,-0.12,0,798.246,14.908,-14.38
Kepler-1533 b,Kepler-1533,Transit,2016,0,308.5471,0.002415,-0.002415,0,3.46,1.49,-0.68,0,966.801,18.584,-17.907
Kepler-1534 b,Kepler-1534,Transit,2016,0,5.71668872,0.00002925,-0.00002925,0,1.89,0.22,-0.15,0,1107,122.193,-78.709
Kepler-1535 b,Kepler-1535,Transit,2016,0,138.9442,0.001214,-0.001214,0,2.55,0.25,-0.19,0,897.733,14.456,-14.013
Kepler-1536 b,Kepler-1536,Transit,2016,0,364.758031,0.00582,-0.00582,0,3.14,0.36,-0.53,0,387.248,4.6545,-4.6545
Kepler-1537 b,Kepler-1537,Transit,2016,0,1.444453798,0.000002334,-0.000002334,0,1.18,0.06,-0.09,0,517.292,5.852,-5.726
Kepler-1538 b,Kepler-1538,Transit,2016,0,175.138819,0.002807,-0.002807,0,2.82,0.7,-0.31,0,1125.3,31.31,-29.7
Kepler-1539 b,Kepler-1539,Transit,2016,0,133.3036741,0.0008843,-0.0008843,0,2.7,0.19,-0.15,0,748.326,16.622,-15.926
Kepler-154 b,Kepler-154,Transit,2014,0,33.040532,0.000215,-0.000215,0,2.26,0.44,-0.44,0,915.212,16.92,-16.327
Kepler-154 c,Kepler-154,Transit,2014,0,62.303276,0.000406,-0.000406,0,2.95,0.62,-0.62,0,915.212,16.92,-16.327
Kepler-154 d,Kepler-154,Transit,2016,0,20.54981883,0.00002572,-0.00002572,0,3.84,0.32,-0.24,0,915.212,16.92,-16.327
Kepler-154 e,Kepler-154,Transit,2016,0,3.93276465,0.00001225,-0.00001225,0,1.5,0.14,-0.12,0,915.212,16.92,-16.327
Kepler-154 f,Kepler-154,Transit,2016,0,9.91935684,0.00007788,-0.00007788,0,1.5,0.34,-0.21,0,915.212,16.92,-16.327
Kepler-1540 b,Kepler-1540,Transit,2016,0,125.4131177,0.0004189,-0.0004189,0,2.49,0.19,-0.14,0,244.96,0.903,-0.896
Kepler-1541 b,Kepler-1541,Transit,2016,0,8.40691199,0.00002698,-0.00002698,0,1.16,0.1,-0.08,0,416.692,2.5355,-2.5355
Kepler-1542 b,Kepler-1542,Transit,2016,0,3.95116882,0.00001633,-0.00001633,0,0.76,0.11,-0.08,0,399.114,3.956,-3.88
Kepler-1542 c,Kepler-1542,Transit,2016,0,2.89223021,0.00001472,-0.00001472,0,0.65,0.09,-0.06,0,399.114,3.956,-3.88
Kepler-1542 d,Kepler-1542,Transit,2016,0,5.99273738,0.0000226,-0.0000226,0,0.87,0.12,-0.09,0,399.114,3.956,-3.88
Kepler-1542 e,Kepler-1542,Transit,2016,0,5.10115756,0.00002409,-0.00002409,0,0.76,0.1,-0.08,0,399.114,3.956,-3.88
Kepler-1543 b,Kepler-1543,Transit,2016,0,6.96710269,0.00003285,-0.00003285,0,2.71,1.21,-0.51,0,921.784,13.905,-13.905
Kepler-1544 b,Kepler-1544,Transit,2016,0,168.811174,0.001271,-0.001271,0,1.78,0.09,-0.07,0,335.09,1.666,-1.65
Kepler-1545 b,Kepler-1545,Transit,2016,0,163.692349,0.001383,-0.001383,0,2.7,0.22,-0.18,0,729.964,12.9055,-12.9055
Kepler-1546 b,Kepler-1546,Transit,2016,0,19.5974971,0.0001407,-0.0001407,0,3.13,0.58,-0.34,0,931.956,22.966,-21.905
Kepler-1547 b,Kepler-1547,Transit,2016,0,0.692979676,0.000001486,-0.000001486,0,0.9,0.28,-0.12,0,674.695,6.029,-5.924
Kepler-1548 b,Kepler-1548,Transit,2016,0,124.828679,0.001524,-0.001524,0,2.64,0.54,-0.21,0,872.279,18.795,-18.031
Kepler-1549 b,Kepler-1549,Transit,2016,0,214.886545,0.003111,-0.003111,0,2.57,0.22,-0.2,0,803.052,16.418,-15.785
Kepler-155 b,Kepler-155,Transit,2014,0,5.931194,0.000008,-0.000008,0,2.09,0.21,-0.21,0,293.499,2.279,-2.279
Kepler-155 c,Kepler-155,Transit,2014,0,52.661793,0.000236,-0.000236,0,2.24,0.15,-0.15,0,293.499,2.279,-2.279
Kepler-1550 b,Kepler-1550,Transit,2016,0,225.582809,0.003846,-0.003846,0,3.02,0.71,-0.38,0,1179.01,33.51,-31.74
Kepler-1551 b,Kepler-1551,Transit,2016,0,24.4973698,0.0002094,-0.0002094,0,2.66,0.91,-0.42,0,1463.72,53.045,-53.045
Kepler-1552 b,Kepler-1552,Transit,2016,0,184.771853,0.001546,-0.001546,0,2.47,0.11,-0.1,0,769.096,13.1565,-13.1565
Kepler-1553 b,Kepler-1553,Transit,2016,0,4.24261881,0.00002781,-0.00002781,0,1.15,0.1,-0.09,0,692.594,11.7265,-11.7265
Kepler-1554 b,Kepler-1554,Transit,2016,0,198.088774,0.002456,-0.002456,0,2.9,0.23,-0.27,0,946.847,31.643,-29.695
Kepler-1555 b,Kepler-1555,Transit,2016,0,8.10501635,0.00008122,-0.00008122,0,1.61,0.46,-0.17,0,2013.27,122.23,-109.27
Kepler-1556 b,Kepler-1556,Transit,2016,0,8.82713457,0.00004025,-0.00004025,0,1.96,0.4,-0.15,0,944.54,25.0215,-25.0215
Kepler-1557 b,Kepler-1557,Transit,2016,0,3.74032496,0.00002165,-0.00002165,0,1.53,0.5,-0.21,0,1380.16,45.525,-45.525
Kepler-1558 b,Kepler-1558,Transit,2016,0,3.50470358,0.00001612,-0.00001612,0,0.68,0.06,-0.04,0,325.737,1.5315,-1.5315
Kepler-1559 b,Kepler-1559,Transit,2016,0,0.971915428,0.000003789,-0.000003789,0,0.72,0.07,-0.05,0,614.827,9.522,-9.522
Kepler-156 b,Kepler-156,Transit,2014,0,4.973456,0.000008,-0.000008,0,2.3,0.17,-0.17,0,443.483,3.494,-3.494
Kepler-156 c,Kepler-156,Transit,2014,0,15.906801,0.000045,-0.000045,0,2.55,0.19,-0.19,0,443.483,3.494,-3.494
Kepler-1560 b,Kepler-1560,Transit,2016,0,3.03195744,0.00001306,-0.00001306,0,0.89,0.18,-0.09,0,502.497,4.266,-4.195
Kepler-1561 b,Kepler-1561,Transit,2016,0,1.005207007,0.000005097,-0.000005097,0,1.09,0.26,-0.18,0,839.076,18.935,-18.131
Kepler-1562 b,Kepler-1562,Transit,2016,0,64.2737752,0.0007141,-0.0007141,0,3.55,1,-0.42,0,2060.72,95.4,-95.4
Kepler-1563 b,Kepler-1563,Transit,2016,0,3.43276598,0.00002976,-0.00002976,0,0.75,0.12,-0.08,0,616.697,,
