pl_name,hostname,discoverymethod,disc_year,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,sy_dist,sy_disterr1,sy_disterr2
HATS-42 b,HATS-42,Transit,2018,0,2.292102,0.0000021,-0.0000021,0,15.6926,2.80225,-1.56926,0,800.377,10.533,-10.269
HATS-43 b,HATS-43,Transit,2018,0,4.3888497,0.0000059,-0.0000059,0,13.22662,0.56045,-0.56045,0,362.273,2.259,-2.232
HATS-44 b,HATS-44,Transit,2018,0,2.7439004,0.0000032,-0.0000032,0,11.960003,1.401125,-0.795839,0,446.035,3.241,-3.196
HATS-45 b,HATS-45,Transit,2018,0,4.1876244,0.0000056,-0.0000056,0,14.414774,1.042437,-1.042437,0,772.11,11.303,-10.987
HATS-46 b,HATS-46,Transit,2018,0,4.7423729,0.0000049,-0.0000049,0,10.121727,0.650122,-0.504405,0,453.808,3.927,-3.861
HATS-47 b,HATS-47,Transit,2020,0,3.9228038,0.0000022,-0.0000022,0,12.520453,0.156926,-0.156926,0,300.67,3.853,-3.759
HATS-48 A b,HATS-48 A,Transit,2020,0,3.1316666,0.0000037,-0.0000037,0,8.9672,0.168135,-0.168135,0,263.609,1.669,-1.649
HATS-49 b,HATS-49,Transit,2020,0,4.1480467,0.0000037,-0.0000037,0,8.574885,0.145717,-0.145717,0,324.413,2.387,-2.353
HATS-5 b,HATS-5,Transit,2014,0,4.763387,0.00001,-0.00001,0,10.223,0.28,-0.28,0,246.384,1.742,-1.719
HATS-50 b,HATS-50,Transit,2017,0,3.8297015,0.0000046,-0.0000046,0,12.66617,0.840675,-0.840675,0,756.742,16.978,-16.261
HATS-51 b,HATS-51,Transit,2017,0,3.3488702,0.0000039,-0.0000039,0,15.80469,2.12971,-2.12971,0,389.57,3.949,-3.872
HATS-52 b,HATS-52,Transit,2017,0,1.36665436,0.00000094,-0.00000094,0,15.490838,0.963974,-0.963974,0,555.134,6.057,-6.057
HATS-53 b,HATS-53,Transit,2017,0,3.8537768,0.0000038,-0.0000038,0,15.02006,0.627704,-0.627704,0,585.77,8.501,-8.265
HATS-54 b,HATS-54,Transit,2019,0,2.5441765,0.0000024,-0.0000024,0,11.37711541,0.26901554,-0.26901554,0,748.585,22.665,-21.392
HATS-55 b,HATS-55,Transit,2019,0,4.2042001,0.0000033,-0.0000033,0,14.022459,0.291434,-0.291434,0,609.838,6.099,-5.982
HATS-56 b,HATS-56,Transit,2019,0,4.324799,0.000027,-0.000027,0,18.920792,0.437151,-0.616495,0,564.409,11.513,-11.07
HATS-57 b,HATS-57,Transit,2019,0,2.350621,0.0000013,-0.0000013,0,12.767051,0.313852,-0.313852,0,279.485,3.118,-3.05
HATS-58 A b,HATS-58 A,Transit,2019,0,4.2180896,0.0000089,-0.0000089,0,12.273855,0.694958,-0.694958,0,403.591,,
HATS-59 b,HATS-59,Transit,2018,0,5.416081,0.000016,-0.000016,0,12.621334,0.863093,-0.863093,0,642.884,13.94,-13.371
HATS-59 c,HATS-59,Radial Velocity,2018,0,1422,14,-14,0,12.3,,,0,642.884,13.94,-13.371
HATS-6 b,HATS-6,Transit,2015,0,3.3252725,0.0000021,-0.0000021,0,11.186582,0.212971,-0.212971,0,169.318,1.065,-1.051
HATS-60 b,HATS-60,Transit,2018,0,3.560829,0.000032,-0.000032,0,12.923977,0.594077,-0.594077,0,486.474,8.584,-8.296
HATS-61 b,HATS-61,Transit,2018,0,7.817953,0.000024,-0.000024,0,13.394755,0.751003,-0.751003,0,679.761,8.732,-8.518
HATS-62 b,HATS-62,Transit,2018,0,3.2768837,0.0000033,-0.0000033,0,11.825495,0.280225,-0.280225,0,523.067,10.426,-10.033
HATS-63 b,HATS-63,Transit,2018,0,3.0566527,0.0000049,-0.0000049,0,13.529263,0.437151,-0.437151,0,623.232,6.092,-5.977
HATS-64 b,HATS-64,Transit,2018,0,4.908897,0.000013,-0.000013,0,18.819911,0.907929,-0.907929,0,1080.15,42.25,-39.24
HATS-65 b,HATS-65,Transit,2018,0,3.105161,0.0000016,-0.0000016,0,16.824709,0.56045,-0.56045,0,493.32,12.619,-12.015
HATS-66 b,HATS-66,Transit,2018,0,3.1414391,0.0000074,-0.0000074,0,15.815899,0.941556,-0.941556,0,1477.98,36.6,-34.9
HATS-67 b,HATS-67,Transit,2018,0,1.6091788,0.000004,-0.000004,0,18.887165,0.526823,-0.526823,0,960.109,24.025,-22.9
HATS-68 b,HATS-68,Transit,2018,0,3.5862202,0.0000047,-0.0000047,0,13.809488,0.437151,-0.325061,0,603.955,10.371,-10.034
HATS-69 b,HATS-69,Transit,2018,0,2.2252577,0.0000019,-0.0000019,0,10.592505,0.246598,-0.246598,0,414.537,3.545,-3.487
HATS-7 b,HATS-7,Transit,2015,0,3.185315,0.0000054,-0.0000054,0,6.310667,0.515614,-0.381106,0,240.707,1.649,-1.628
HATS-70 b,HATS-70,Transit,2019,0,1.8882378,0.0000015,-0.0000015,0,15.513256,0.885511,-0.829466,0,1458.83,68.6,-62.81
HATS-71 b,HATS-71,Transit,2020,0,3.7955202,0.000001,-0.000001,0,11.478016,0.201762,-0.201762,0,140.225,0.865,-0.855
HATS-72 b,HATS-72,Transit,2020,0,7.3279474,0.0000016,-0.0000016,0,8.0973816,0.0358688,-0.0358688,0,127.589,0.614,-0.609
HATS-74 A b,HATS-74 A,Transit,2021,0,1.73185606,0.00000055,-0.00000055,0,11.56766808,0.23538859,-0.23538859,0,299.389,7.188,-6.865
HATS-75 b,HATS-75,Transit,2021,0,2.7886556,0.0000011,-0.0000011,0,9.90873894,0.14571675,-0.14571675,0,194.964,1.125,-1.111
HATS-76 b,HATS-76,Transit,2021,0,1.9416423,0.0000014,-0.0000014,0,12.09449018,0.3474784,-0.3474784,0,385.689,5.7415,-5.7415
HATS-77 b,HATS-77,Transit,2021,0,3.0876262,0.0000016,-0.0000016,0,13.05846252,0.23538859,-0.23538859,0,436.176,10.91,-10.4
HATS-8 b,HATS-8,Transit,2015,0,3.583893,0.00001,-0.00001,0,9.785457,1.378707,-0.840675,0,794.637,19.412,-18.524
HATS-9 b,HATS-9,Transit,2015,0,1.915291,0.000019,-0.000018,0,13.85,0.35,-0.35,0,638.7,12.633,-12.16
HD 100508 b,HD 100508,Radial Velocity,2026,0,5681,42,-42,0,13.7,,,0,32.7548,0.0317,-0.0317
HD 100546 b,HD 100546,Imaging,2014,1,,,,,77.3421,30.2643,-32.5061,0,109.677,0.621,-0.613
HD 100655 b,HD 100655,Radial Velocity,2011,0,157.57001,0.65,-0.65,0,13.5,,,0,137.178,0.895,-0.895
HD 100777 b,HD 100777,Radial Velocity,2007,0,383,1,-1,0,13.7,,,0,49.5336,0.1459,-0.1451
HD 101581 b,HIP 56998,Transit,2025,0,4.46569,0.00029,-0.00032,0,0.956,0.061,-0.063,0,12.7781,0.0114,-0.0114
HD 101581 c,HIP 56998,Transit,2025,0,6.20401,0.00054,-0.00044,0,0.99,0.07,-0.07,0,12.7781,0.0114,-0.0114
HD 10180 c,HD 10180,Radial Velocity,2010,0,5.75969,0.00028,-0.00028,0,,,,,38.9607,0.0387,-0.0386
HD 10180 d,HD 10180,Radial Velocity,2010,0,16.357,0.0038,-0.0038,0,,,,,38.9607,0.0387,-0.0386
HD 10180 e,HD 10180,Radial Velocity,2010,0,49.748,0.025,-0.025,0,5.39,,,0,38.9607,0.0387,-0.0386
HD 10180 f,HD 10180,Radial Velocity,2010,0,122.744,0.232,-0.232,0,5.24,,,0,38.9607,0.0387,-0.0386
HD 10180 g,HD 10180,Radial Velocity,2010,0,604.67,10.42,-10.42,0,,,,,38.9607,0.0387,-0.0386
HD 10180 h,HD 10180,Radial Velocity,2010,0,2205,105.9,-105.9,0,9.4,,,0,38.9607,0.0387,-0.0386
HD 101930 b,HD 101930,Radial Velocity,2005,0,70.46,0.18,-0.18,0,10.6,,,0,30.0274,0.0409,-0.0407
HD 102117 b,HD 102117,Radial Velocity,2005,0,20.8133,0.0064,-0.0064,0,8.47,,,0,39.5792,0.0646,-0.0644
HD 102195 b,HD 102195,Radial Velocity,2006,0,4.11377,0.00056,-0.00056,0,14.2,,,0,29.3386,0.0482,-0.048
HD 102272 b,HD 102272,Radial Velocity,2008,0,127.58,0.3,-0.3,0,12.9,,,0,347.097,13.7975,-13.7975
HD 102329 b,HD 102329,Radial Velocity,2011,0,778.09998,7.5,-7.5,0,12.6,,,0,217.107,3.172,-3.083
HD 102329 c,HD 102329,Radial Velocity,2016,0,1123,79,-53,0,13.5,,,0,217.107,3.172,-3.083
HD 102843 b,HD 102843,Radial Velocity,2019,0,3090.942,295.049,-295.049,0,13.1,,,0,62.758,0.2124,-0.2111
HD 102888 b,HD 102888,Radial Velocity,2025,0,252.06,0.24,-0.24,0,12.8,,,0,126.484,1.161,-1.14
HD 102956 b,HD 102956,Radial Velocity,2010,0,6.4947,0.00019,-0.00019,0,13.8,,,0,121.89,0.4345,-0.4345
HD 103197 b,HD 103197,Radial Velocity,2011,0,47.84,0.03,-0.03,0,5.83,,,0,57.1463,0.097,-0.0967
HD 103720 b,HD 103720,Radial Velocity,2014,0,4.5557,0.0001,-0.0001,0,14.1,,,0,45.5352,0.1032,-0.1026
HD 103774 b,HD 103774,Radial Velocity,2013,0,5.8881,0.0005,-0.0005,0,13.3,,,0,56.4089,0.1785,-0.1774
HD 103891 b,HD 103891,Radial Velocity,2022,0,1919,14,-15,0,13.2,,,0,55.5213,0.4446,-0.4378
HD 103949 b,HD 103949,Radial Velocity,2019,0,120.878,0.446,-0.446,0,3.35,,,0,26.4997,0.0538,-0.0537
HD 104067 b,HD 104067,Radial Velocity,2011,0,55.851,0.017,-0.017,0,9.2,,,0,20.3632,0.0245,-0.0244
HD 104067 c,HD 104067,Radial Velocity,2024,0,13.8992,0.0047,-0.0037,0,3.69,,,0,20.3632,0.0245,-0.0244
HD 10442 b,HD 10442,Radial Velocity,2014,0,1032.3,8.9,-8.9,0,13.6,,,0,135.374,1.3395,-1.3395
HD 104985 b,HD 104985,Radial Velocity,2003,0,199.68,0.09,-0.07,0,12.8,,,0,100.576,0.719,-0.719
HD 105618 b,HD 105618,Radial Velocity,2022,0,10.02245,0.00139,-0.00118,0,5.44,,,0,70.0837,0.2478,-0.2462
HD 105618 c,HD 105618,Radial Velocity,2022,0,77114.07158,22860.71764,-10271.15556,0,11.9,,,0,70.0837,0.2478,-0.2462
HD 105779 b,HD 105779,Radial Velocity,2022,0,2412,55,-52,0,14.1,,,0,55.2411,0.17,-0.169
HD 106252 b,HD 106252,Radial Velocity,2002,0,1535,4,-4,0,12.5,,,0,38.185,0.079,-0.0787
HD 106270 b,HD 106270,Radial Velocity,2011,0,1888,16,-16,0,12.4,,,0,93.808,0.5686,-0.5686
HD 106315 b,HD 106315,Transit,2017,0,9.55237,0.00089,-0.00089,0,2.44,0.17,-0.17,0,109.353,0.691,-0.681
HD 106315 c,HD 106315,Transit,2017,0,21.05704,0.00046,-0.00046,0,4.35,0.23,-0.23,0,109.353,0.691,-0.681
HD 10647 b,HD 10647,Radial Velocity,2006,0,989.2,8.1,-8.1,0,13.8,,,0,17.3357,0.0223,-0.0223
HD 106515 A b,HD 106515 A,Radial Velocity,2012,0,3626,11,-12,0,12.1,,,0,34.0915,0.0856,-0.0851
HD 106906 b,HD 106906,Imaging,2013,0,,,,,12.4,,,0,103.029,0.461,-0.457
HD 10697 b,HD 10697,Radial Velocity,1999,0,1075.3799,0.82091,-0.74513,0,12.8,,,0,33.1205,0.0442,-0.0442
HD 107148 b,HD 107148,Radial Velocity,2005,0,48.056,0.057,-0.057,0,9.6,,,0,49.4156,0.116,-0.1154
HD 107148 c,HD 107148,Radial Velocity,2021,0,18.3267,0.0022,-0.0024,0,4.7,,,0,49.4156,0.116,-0.1154
HD 108147 b,HD 108147,Radial Velocity,2002,0,10.8985,0.0045,-0.0045,0,10.9,,,0,38.92,0.0488,-0.0487
HD 108202 b,HD 108202,Radial Velocity,2023,0,2990,54,-51,0,13.1,,,0,38.6846,0.0675,-0.0673
HD 108236 b,HD 108236,Transit,2020,0,3.795963,0.000025,-0.000034,0,1.615,0.051,-0.051,0,64.5978,0.1943,-0.1932
HD 108236 c,HD 108236,Transit,2020,0,6.203449,0.000049,-0.000046,0,2.071,0.052,-0.052,0,64.5978,0.1943,-0.1932
HD 108236 e,HD 108236,Transit,2020,0,19.590025,0.000083,-0.000089,0,3.083,0.052,-0.052,0,64.5978,0.1943,-0.1932
HD 108236 f,HD 108236,Transit,2021,0,29.54115,0.00033,-0.00042,0,2.017,0.052,-0.057,0,64.5978,0.1943,-0.1932
HD 108341 b,HD 108341,Radial Velocity,2014,0,1129,6,-8,0,13.3,,,0,48.9102,0.0618,-0.0615
HD 108863 b,HD 108863,Radial Velocity,2011,0,437.7,2.8,-2.8,0,13.3,,,0,164.742,1.3265,-1.3265
HD 108874 b,HD 108874,Radial Velocity,2002,0,394.48123,0.6,-0.6,0,13.6,,,0,59.5175,0.1585,-0.1576
HD 108874 c,HD 108874,Radial Velocity,2005,0,1624,23,-23,0,13.8,,,0,59.5175,0.1585,-0.1576
HD 109246 b,HD 109246,Radial Velocity,2010,0,68.27,0.13,-0.13,0,13.9,,,0,67.8349,0.1236,-0.1232
HD 109271 b,HD 109271,Radial Velocity,2013,0,7.8543,0.0009,-0.0009,0,4.31,,,0,55.8716,0.2082,-0.2068
HD 109271 c,HD 109271,Radial Velocity,2013,0,30.93,0.02,-0.02,0,5.27,,,0,55.8716,0.2082,-0.2068
HD 109286 b,HD 109286,Radial Velocity,2021,0,520.1,2.3,-2.3,0,13.2,,,0,55.4156,0.157,-0.1562
HD 109749 b,HD 109749,Radial Velocity,2005,0,5.239891,0.000099,-0.000099,0,11.1,,,0,63.0821,0.2965,-0.2938
HD 10975 b,HD 10975,Radial Velocity,2021,0,283.8,12.7,-0.1,0,14.3,,,0,116.506,0.975,-0.975
HD 109833 b,HD 109833,Transit,2022,0,9.188526,0.000026,-0.000026,0,2.888,0.152,-0.127,0,79.5561,0.1488,-0.1483
HD 109833 c,HD 109833,Transit,2022,0,13.900148,0.000057,-0.000057,0,2.59,0.196,-0.175,0,79.5561,0.1488,-0.1483
HD 109988 b,HD 109988,Radial Velocity,2022,0,17132.15854,3942.55441,-2033.89457,0,12.1,,,0,42.5279,0.0817,-0.0813
HD 110014 b,HD 110014,Radial Velocity,2009,0,835.477,6.04,-6.04,0,12.4,,,0,100.758,1.97315,-1.97315
HD 110067 b,HD 110067,Transit,2023,0,9.113678,0.00001,-0.00001,0,2.2,0.03,-0.03,0,32.1585,0.0572,-0.0569
HD 110067 c,HD 110067,Transit,2023,0,13.673694,0.000024,-0.000024,0,2.388,0.036,-0.036,0,32.1585,0.0572,-0.0569
HD 110067 d,HD 110067,Transit,2023,0,20.519617,0.00004,-0.00004,0,2.852,0.039,-0.039,0,32.1585,0.0572,-0.0569
HD 110067 e,HD 110067,Transit,2023,0,30.793091,0.000012,-0.000012,0,1.94,0.04,-0.04,0,32.1585,0.0572,-0.0569
HD 110067 f,HD 110067,Transit,2023,0,41.05854,0.0001,-0.0001,0,2.601,0.042,-0.042,0,32.1585,0.0572,-0.0569
HD 110067 g,HD 110067,Transit,2023,0,54.76992,0.0002,-0.0002,0,2.607,0.052,-0.052,0,32.1585,0.0572,-0.0569
HD 110082 b,HD 110082,Transit,2021,0,10.18271,0.00004,-0.00004,0,3.2,0.1,-0.1,0,105.096,0.266,-0.266
HD 110113 b,HD 110113,Transit,2021,0,2.541,0.0005,-0.001,0,2.05,0.12,-0.12,0,106.307,0.724,-0.715
HD 110113 c,HD 110113,Radial Velocity,2021,0,6.744,0.008,-0.009,0,2.11384817,4.644325,-4.644325,0,106.307,0.724,-0.715
HD 110537 b,HD 110537,Radial Velocity,2022,0,24469.67342,9917.49437,-7987.53151,0,11.9,,,0,45.0858,0.0975,-0.097
HD 11112 b,HD 11112,Radial Velocity,2022,0,17244.90764,3936.68342,-1253.09468,0,12.6,,,0,44.3804,0.0549,-0.0548
HD 111232 b,HD 111232,Radial Velocity,2003,0,1169.13202,0.6138,-0.39663,0,12.6,,,0,28.9571,0.0362,-0.0361
HD 111232 c,HD 111232,Radial Velocity,2022,0,26472.44623,5155.42268,-4507.69327,0,12.2,,,0,28.9571,0.0362,-0.0361
HD 111591 b,HD 111591,Radial Velocity,2017,0,1056.4,14.3,-14.3,0,12.9,,,0,114.166,0.702,-0.693
HD 111998 b,HD 111998,Radial Velocity,2016,0,810,6,-5,0,12.9,,,0,33.2237,0.0603,-0.06
HD 112300 b,HD 112300,Radial Velocity,2023,0,466.63,1.47,-1.28,0,12.2,,,0,62.07324,3.39072,-3.39072
HD 112570 b,HD 112570,Radial Velocity,2023,0,2615,85,-77,0,13.1,,,0,101.166,0.479,-0.474
HD 112640 b,HD 112640,Radial Velocity,2020,0,613.2,5.8,-5.8,0,12.9,,,0,323.335,2.496,-2.458
HD 113337 b,HD 113337,Radial Velocity,2013,0,317.58639,1.62423,-1.4301,0,13.1,,,0,36.18,0.0565,-0.0563
HD 113337 c,HD 113337,Radial Velocity,2020,0,5429.93477,452.06707,-283.91966,0,12.1,,,0,36.18,0.0565,-0.0563
HD 11343 c,HIP 8541,Radial Velocity,2022,0,228.53731,3.24097,-3.78842,0,13.9,,,0,155.121,0.638,-0.634
HD 113538 b,HD 113538,Radial Velocity,2010,0,663.2,8.4,-7.4,0,13.2,,,0,16.2817,0.0139,-0.014
HD 113538 c,HD 113538,Radial Velocity,2010,0,1818,25,-22,0,13.8,,,0,16.2817,0.0139,-0.014
HD 113996 b,HD 113996,Radial Velocity,2017,0,610.2,3.8,-3.8,0,12.7,,,0,116.334,5.332,-4.89
HD 114082 b,HD 114082,Radial Velocity,2022,0,109.75,0.4,-0.37,0,11.2089807,0.33626942,-0.33626942,0,95.3906,0.4518,-0.4476
HD 114386 b,HD 114386,Radial Velocity,2003,0,937.70001,16,-16,0,13.6,,,0,27.9243,0.0404,-0.0404
HD 114386 c,HD 114386,Radial Velocity,2026,0,444,0.93,-0.88,0,13.4,,,0,27.9243,0.0404,-0.0404
HD 114729 b,HD 114729,Radial Velocity,2002,0,1121.79,3.53,-3.43,0,13.9,,,0,37.8063,0.0518,-0.0517
HD 114783 b,HD 114783,Radial Velocity,2001,0,493.7,1.8,-1.8,0,13.7,,,0,21.0628,0.0285,-0.0284
HD 114783 c,HD 114783,Radial Velocity,2016,0,4352,88,-76,0,13.4,,,0,21.0628,0.0285,-0.0284
HD 11505 b,HD 11505,Radial Velocity,2022,0,32669.22247,12712.99788,-7172.26632,0,12.6,,,0,38.9679,0.1628,-0.1615
HD 11506 b,HD 11506,Radial Velocity,2007,0,1617.7,1.9,-1.9,0,12.9,,,0,51.261,0.1351,-0.1343
HD 11506 c,HD 11506,Radial Velocity,2008,0,223.92,0.37,-0.37,0,14,,,0,51.261,0.1351,-0.1343
HD 11506 d,HD 11506,Radial Velocity,2022,0,26500,300,-300,0,12.3,,,0,51.261,0.1351,-0.1343
HD 115404 A b,HD 115404 A,Radial Velocity,2022,0,10.49488,0.00141,-0.00167,0,6.09,,,0,10.9816,0.0044,-0.0044
HD 115404 A c,HD 115404 A,Radial Velocity,2022,0,15319.22517,7240.32595,-3541.36457,0,12.5,,,0,10.9816,0.0044,-0.0044
HD 115954 b,HD 115954,Radial Velocity,2021,0,3700,1500,-390,0,12.6,,,0,87.6437,0.2763,-0.2747
HD 116029 b,HD 116029,Radial Velocity,2011,0,670,11,-11,0,13.6,,,0,123.245,0.588,-0.588
HD 116029 c,HD 116029,Radial Velocity,2016,0,907,30,-29,0,13.7,,,0,123.245,0.588,-0.588
HD 117207 b,HD 117207,Radial Velocity,2004,0,2621.75,8.37,-8.53,0,13.4,,,0,32.3547,0.0524,-0.0522
HD 11755 b,HD 11755,Radial Velocity,2015,0,433.70001,3.2,-3.2,0,12.8,,,0,235.045,1.616,-1.595
HD 117618 b,HD 117618,Radial Velocity,2004,0,25.8,0.004,-0.004,0,8.59,,,0,37.7781,0.0924,-0.0919
HD 118203 b,HD 118203,Radial Velocity,2005,0,6.1349779,0.000002,-0.000002,0,12.778238,0.32506044,-0.32506044,0,92.2589,0.2364,-0.2352
HD 118203 c,HD 118203,Radial Velocity,2024,0,5103,76,-77,0,12.4,,,0,92.2589,0.2364,-0.2352
HD 11964 b,HD 11964,Radial Velocity,2005,0,1945,26,-26,0,14.1,,,0,33.5369,0.0428,-0.0428
HD 11964 c,HD 11964,Radial Velocity,2008,0,37.91,0.041,-0.041,0,5.38,,,0,33.5369,0.0428,-0.0428
HD 11977 b,HD 11977,Radial Velocity,2005,0,711,8,-8,0,12.7,,,0,67.9331,0.70825,-0.70825
HD 120084 b,HD 120084,Radial Velocity,2013,0,2142,9,-9,0,12.7,,,0,103.044,0.5175,-0.5175
HD 121504 b,HD 121504,Radial Velocity,2003,0,63.33,0.03,-0.03,0,13.6,,,0,41.6592,0.069,-0.0687
HD 12235 b,HD 12235,Radial Velocity,2022,0,4.36305,0.00025,-0.00042,0,3.23,,,0,31.7627,0.1073,-0.1066
HD 12235 c,HD 12235,Radial Velocity,2022,0,36336.70679,9732.19598,-6058.52006,0,12.5,,,0,31.7627,0.1073,-0.1066
HD 122562 c,HD 122562,Radial Velocity,2022,0,84.96276,0.3467,-0.47059,0,10.1,,,0,53.2528,0.1223,-0.1218
HD 124330 b,HD 124330,Radial Velocity,2021,0,270.66,1.21,-1.21,0,14,,,0,60.1977,0.1025,-0.1022
HD 12484 b,HD 12484,Radial Velocity,2016,0,58.83,0.08,-0.08,0,13.2,,,0,48.3367,0.1378,-0.137
HD 125136 b,HD 125136,Radial Velocity,2026,0,849.77,4.61,-4.73,0,13.3,,,0,121.257,0.441,-0.441
HD 125271 b,HD 125271,Radial Velocity,2022,0,14901.99295,3707.63683,-3025.64091,0,12.4,,,0,39.3466,0.0672,-0.067
HD 125390 b,HD 125390,Radial Velocity,2019,0,1757.39151,4.66922,-5.44185,0,11.9,,,0,153.647,0.854,-0.854
HD 125595 b,HD 125595,Radial Velocity,2011,0,9.6737,0.0039,-0.0039,0,,,,,28.1989,0.0611,-0.0609
HD 125612 b,HD 125612,Radial Velocity,2007,0,557.69994,0.68131,-0.69344,0,13.2,,,0,57.6207,0.1644,-0.1635
HD 125612 c,HD 125612,Radial Velocity,2009,0,4.15466,0.00043,-0.0004,0,4.07,,,0,57.6207,0.1644,-0.1635
HD 125612 d,HD 125612,Radial Velocity,2009,0,2822.72698,15.02596,-15.41723,0,12.7,,,0,57.6207,0.1644,-0.1635
HD 126105 b,HD 126105,Radial Velocity,2026,0,524,2.9,-2.9,0,13.5,,,0,82.8811,0.331,-0.3284
HD 12648 b,HD 12648,Radial Velocity,2015,0,133.60001,0.5,-0.5,0,13.4,,,0,182.192,0.951,-0.941
HD 126525 b,HD 126525,Radial Velocity,2018,0,960.41,6.19,-6.33,0,10.3,,,0,37.6506,0.0665,-0.0663
HD 12661 b,HD 12661,Radial Velocity,2000,0,262.70862,0.083,-0.083,0,13.3,,,0,37.8478,0.0633,-0.063
HD 12661 c,HD 12661,Radial Velocity,2002,0,1708,14,-14,0,13.2,,,0,37.8478,0.0633,-0.063
HD 126614 b,HD 126614,Radial Velocity,2009,0,1257.25303,5.95652,-6.1876,0,12.7,,,0,73.0961,0.2453,-0.2436
HD 127195 b,HD 127195,Radial Velocity,2026,0,534.5,2.85,-2.92,0,14,,,0,84.7167,0.5738,-0.5738
HD 127195 c,HD 127195,Radial Velocity,2026,0,836.99,9.35,-9.67,0,14.1,,,0,84.7167,0.5738,-0.5738
HD 127506 b,HD 127506,Radial Velocity,2022,0,65.78395,0.3436,-0.25547,0,5.67,,,0,22.5279,0.0189,-0.019
HD 128311 b,HD 128311,Radial Velocity,2002,0,453.019,0.404,-0.404,0,13.5,,,0,16.3292,0.0199,-0.0198
HD 128311 c,HD 128311,Radial Velocity,2005,0,921.538,1.15,-1.15,0,13,,,0,16.3292,0.0199,-0.0198
HD 128356 b,HD 128356,Radial Velocity,2016,0,298.2,1.6,-1.6,0,13.9,,,0,26.1548,0.0446,-0.0445
HD 128717 b,HD 128717,Astrometry,2025,0,3420,20,-20,0,12.1,,,0,73.636,0.1689,-0.168
HD 129445 b,HD 129445,Radial Velocity,2009,0,1840,55,-55,0,13.3,,,0,67.4386,0.1609,-0.1601
HD 130322 b,HD 130322,Radial Velocity,1999,0,10.70871,0.00018,-0.00018,0,13.7,,,0,31.8766,0.0729,-0.0727
HD 131496 b,HD 131496,Radial Velocity,2011,0,896,16,-16,0,13.4,,,0,131.849,1.153,-1.153
HD 13167 b,HD 13167,Radial Velocity,2018,0,2613,17,-17,0,13.1,,,0,148.934,1.092,-1.076
HD 13189 b,HD 13189,Radial Velocity,2005,0,471.60001,6,-6,0,12.4,,,0,497.823,15.517,-15.517
HD 132406 b,HD 132406,Radial Velocity,2007,0,908,16,-16,0,12.8,,,0,70.7832,0.1387,-0.1381
HD 132563 b,HD 132563,Radial Velocity,2011,0,1544,34,-34,0,13.6,,,0,105.155,0.282,-0.282
HD 133131 A b,HD 133131 A,Radial Velocity,2016,0,649,3,-3,0,13.6,,,0,51.4736,0.1491,-0.1483
HD 133131 A c,HD 133131 A,Radial Velocity,2016,0,3568,1084,-1084,0,14.3,,,0,51.4736,0.1491,-0.1483
HD 133131 B b,HD 133131 B,Radial Velocity,2016,0,5769,831,-831,0,13.3,,,0,51.2993,0.1684,-0.1673
HD 134060 b,HD 134060,Radial Velocity,2019,0,3.2696,0.0001,-0.0001,0,3.16,,,0,24.0125,0.0204,-0.0203
HD 134060 c,HD 134060,Radial Velocity,2019,0,1291.5646,48.0333,-44.2197,0,5.91,,,0,24.0125,0.0204,-0.0203
HD 134606 b,HD 134606,Radial Velocity,2024,0,12.089,0.0016,-0.0015,0,2.97,,,0,26.7909,0.0204,-0.0205
HD 134606 c,HD 134606,Radial Velocity,2024,0,58.883,0.041,-0.039,0,3.37,,,0,26.7909,0.0204,-0.0205
HD 134606 d,HD 134606,Radial Velocity,2024,0,966.5,5.3,-6.9,0,7.59,,,0,26.7909,0.0204,-0.0205
HD 134606 e,HD 134606,Radial Velocity,2024,0,4.3203,0.00051,-0.00047,0,1.33,,,0,26.7909,0.0204,-0.0205
HD 134606 f,HD 134606,Radial Velocity,2024,0,26.915,0.016,-0.016,0,2.24,,,0,26.7909,0.0204,-0.0205
HD 134987 b,HD 134987,Radial Velocity,1999,0,258.17999,0.07,-0.07,0,13.5,,,0,26.1804,0.0516,-0.0515
HD 134987 c,HD 134987,Radial Velocity,2009,0,5000,400,-400,0,13.9,,,0,26.1804,0.0516,-0.0515
HD 135344 A b,HD 135344 A,Imaging,2025,0,,,,,16.25302201,0.67253884,-0.33626942,0,141.595,1.839,-1.793
HD 135625 b,HD 135625,Radial Velocity,2023,0,4055,45,-44,0,13.3,,,0,56.518,0.1166,-0.116
HD 135694 b,HD 135694,Transit,2023,0,15.92347557,0.000019743,-0.000020416,0,2.857,0.227,-0.206,0,73.8713,0.1439,-0.1434
HD 135872 b,HD 135872,Radial Velocity,2022,0,2422.32597,571.78773,-231.95308,0,12.8,,,0,82.4251,0.3022,-0.3022
HD 136118 b,HD 136118,Radial Velocity,2022,0,1187.59765,2.22732,-2.38111,0,12.3,,,0,51.4359,0.1984,-0.1969
HD 136352 b,HD 136352,Radial Velocity,2019,0,11.57797,0.00008,-0.00013,0,1.664,0.043,-0.043,0,14.682,0.0199,-0.0198
HD 136352 c,HD 136352,Radial Velocity,2019,0,27.59221,0.00011,-0.00011,0,2.916,0.075,-0.073,0,14.682,0.0199,-0.0198
